som_size,learning_rate,sigma,workload_pattern,avg_response_time,avg_utilization,load_variance,rejection_rate,load_balance_score,performance_score,execution_time,load_distribution
"(10, 10)",0.5,2.0,periodic,0.2947198623302262,0.6206038037483468,0.009948452981123212,0.7925,0.03365897897347244,0.4074288102711664,0.021984338760375977,"[54, 76, 24, 35, 28, 28, 42, 113]"
"(10, 10)",0.5,2.5,mixed,0.26411622778691524,0.5846849228600919,0.01876728813068807,0.84,0.06430193219860142,0.4055475142532904,0.01792001724243164,"[37, 54, 46, 40, 41, 38, 62, 82]"
"(10, 10)",0.5,2.5,bursty,0.2918342355271419,0.5781790546873112,0.026033011424167855,0.855,0.03261516916065751,0.3866482991017808,0.018062591552734375,"[33, 51, 31, 23, 24, 55, 64, 119]"
"(10, 10)",0.5,2.5,periodic,0.287794836136215,0.556186277690412,0.025056494360621455,0.8425,0.026023643380888504,0.3835007105300792,0.015191793441772461,"[28, 12, 115, 23, 41, 29, 41, 111]"
"(10, 10)",0.7,1.0,mixed,0.26915590337104406,0.5984219339858017,0.00795917120919774,0.835,0.03527956856745984,0.39964583651520896,0.02338099479675293,"[36, 20, 22, 49, 45, 44, 76, 108]"
"(10, 10)",0.7,1.0,bursty,0.2688960261909876,0.588648651398921,0.026334713614143274,0.7925,0.03166374885388928,0.40515484556699544,0.021036863327026367,"[49, 39, 25, 69, 44, 25, 27, 122]"
"(10, 10)",0.7,1.0,periodic,0.2893449383149934,0.6241334741645995,0.01898366084335574,0.8225,0.018722443818468548,0.3986197204778602,0.021872758865356445,"[13, 26, 16, 32, 29, 11, 165, 108]"
"(10, 10)",0.7,1.5,mixed,0.2607121105047453,0.5471069174729986,0.02272394723467809,0.86,0.030806869717804046,0.3846241949256875,0.030086755752563477,"[41, 51, 16, 35, 44, 63, 25, 125]"
"(10, 10)",0.7,1.5,bursty,0.2678626780381094,0.558888555314661,0.02247107511758171,0.8175,0.03478397119768949,0.39533158770779375,0.030558109283447266,"[27, 37, 22, 80, 81, 25, 34, 94]"
"(10, 10)",0.7,1.5,periodic,0.2654413549945399,0.5764567738353554,0.024192399628242826,0.795,0.028589452983150427,0.40193962729235644,0.02015089988708496,"[27, 53, 29, 22, 58, 68, 16, 127]"
"(10, 10)",0.7,2.0,mixed,0.2746772897065894,0.5796780525855667,0.020676139073925015,0.8575,0.03320951359246223,0.38975215169871125,0.018727779388427734,"[74, 17, 27, 80, 17, 36, 50, 99]"
"(10, 10)",0.7,2.0,bursty,0.2932290541158748,0.5666771799071095,0.017161687907416016,0.8625,0.02803486398561152,0.38122336200342644,0.023770809173583984,"[42, 21, 48, 39, 22, 47, 43, 138]"
"(10, 10)",0.7,2.0,periodic,0.2578579651568947,0.5200260112884747,0.04654925444668302,0.795,0.02086225209105759,0.38976457375855666,0.01912832260131836,"[18, 75, 36, 18, 23, 48, 18, 164]"
"(10, 10)",0.7,2.5,mixed,0.26632281810194514,0.5678354317076822,0.01840090641629764,0.865,0.03773584905660377,0.3887942567935364,0.02758169174194336,"[42, 45, 31, 23, 47, 28, 93, 91]"
"(10, 10)",0.7,2.5,bursty,0.23894563528653115,0.5028550240145968,0.07769180219280497,0.8175,0.027415780159151904,0.38743711411013626,0.015308856964111328,"[108, 32, 44, 15, 24, 9, 99, 69]"
"(10, 10)",0.7,2.5,periodic,0.2951606915325594,0.5644107776856213,0.0220205657048096,0.8375,0.024765002889268497,0.38444314581006567,0.017608165740966797,"[28, 89, 4, 20, 26, 57, 44, 132]"
"(12, 12)",0.1,1.0,mixed,0.2484094957410003,0.5631863182342274,0.044481941028161255,0.7825,0.02789425396493881,0.4048113057115965,0.020056486129760742,"[21, 40, 34, 33, 36, 37, 61, 138]"
"(12, 12)",0.1,1.0,bursty,0.271955939758076,0.6021238513382494,0.01719877925761393,0.7575,0.052307626988520824,0.4204742847214804,0.015003681182861328,"[77, 38, 81, 37, 29, 39, 44, 55]"
"(12, 12)",0.1,1.0,periodic,0.2783022787803047,0.5966917573852821,0.02190669298337293,0.775,0.03735776388152375,0.41023195553906416,0.02039504051208496,"[85, 97, 22, 37, 54, 23, 44, 38]"
"(12, 12)",0.1,1.5,mixed,0.25528511097277945,0.5428655194781506,0.04419412203652867,0.805,0.020661202054837163,0.3927609955577541,0.02036738395690918,"[45, 30, 8, 33, 36, 30, 46, 172]"
"(12, 12)",0.1,1.5,bursty,0.2675412573878141,0.5986571793071666,0.023987651431584787,0.8125,0.03354610444122541,0.40397395378602174,0.029122591018676758,"[42, 42, 28, 91, 62, 13, 25, 97]"
"(12, 12)",0.1,1.5,periodic,0.3041512281164764,0.6263966036807073,0.010839182776663464,0.83,0.023816440180963905,0.3964589247918332,0.020313739776611328,"[19, 87, 32, 40, 11, 24, 45, 142]"
"(12, 12)",0.1,2.0,mixed,0.2405086436244234,0.5046399650925787,0.08873503219173089,0.825,0.019080286046974947,0.3834883623134576,0.02804708480834961,"[53, 31, 41, 40, 13, 20, 20, 182]"
"(12, 12)",0.1,2.0,bursty,0.2788481486473117,0.5882294545786568,0.04671000248998978,0.8025,0.022178859977542653,0.39838564915656605,0.03601694107055664,"[43, 65, 14, 27, 23, 9, 154, 65]"
"(12, 12)",0.1,2.0,periodic,0.2967720103677747,0.6029348773311698,0.016548499849875168,0.8375,0.025842361725310934,0.39218335704391866,0.022918224334716797,"[20, 33, 17, 14, 26, 85, 87, 118]"
"(12, 12)",0.1,2.5,mixed,0.26582307592532106,0.5619293264593674,0.029579935011171954,0.8325,0.027024491067198904,0.39099315810654783,0.03966116905212402,"[44, 26, 33, 31, 58, 34, 32, 142]"
"(12, 12)",0.1,2.5,bursty,0.26350733358471845,0.5638267577872798,0.022930172924016758,0.8025,0.022929669725320498,0.39657856886233,0.03023695945739746,"[88, 37, 33, 15, 23, 21, 35, 148]"
"(12, 12)",0.1,2.5,periodic,0.2539169451654544,0.5488631324260503,0.01871401758301864,0.7625,0.025638863212416235,0.4042145812174597,0.032915353775024414,"[13, 34, 45, 35, 17, 32, 95, 129]"
"(12, 12)",0.3,1.0,mixed,0.2675067897195133,0.5550109805697009,0.03293773145254801,0.8175,0.019777271881973143,0.3901205003407839,0.022001028060913086,"[40, 11, 35, 32, 39, 19, 46, 178]"
"(12, 12)",0.3,1.0,bursty,0.28292913336382824,0.594633241233554,0.010740096808472915,0.78,0.026843773930819284,0.40481966463951624,0.026660919189453125,"[37, 18, 26, 26, 44, 46, 64, 139]"
"(12, 12)",0.3,1.0,periodic,0.30045953882064497,0.6132686854329817,0.011384261493864147,0.835,0.025227451858393642,0.3939096573006188,0.026042938232421875,"[49, 84, 22, 25, 40, 15, 28, 137]"
"(12, 12)",0.3,1.5,mixed,0.26889345224408084,0.6017799812317084,0.01428158948069989,0.845,0.038768476637775766,0.39941300945819597,0.05096578598022461,"[43, 38, 32, 35, 28, 48, 68, 108]"
"(12, 12)",0.3,1.5,bursty,0.285370311235109,0.610192577428431,0.017065861451182274,0.7625,0.026564973595044162,0.4109037826009909,0.021778583526611328,"[58, 29, 46, 29, 20, 46, 30, 142]"
"(12, 12)",0.3,1.5,periodic,0.2618230177489898,0.5370029517508081,0.03864100338046879,0.81,0.03418932720658854,0.39340863871137804,0.034837961196899414,"[41, 26, 93, 28, 45, 10, 70, 87]"
"(12, 12)",0.3,2.0,mixed,0.2476063331934583,0.5552853423828844,0.03234462806379868,0.8175,0.02103478296206946,0.39432796915339186,0.033892154693603516,"[19, 57, 54, 16, 27, 22, 38, 167]"
"(12, 12)",0.3,2.0,bursty,0.2855508492415009,0.5393368305587167,0.052813409129331516,0.84,0.03058679420376777,0.38240640217028143,0.04246973991394043,"[68, 13, 38, 22, 32, 57, 49, 121]"
"(12, 12)",0.3,2.0,periodic,0.292442344002485,0.5334696242719961,0.029778201633299868,0.865,0.02697644430287913,0.3739055297379535,0.02485513687133789,"[60, 21, 23, 12, 60, 34, 57, 133]"
"(12, 12)",0.3,2.5,mixed,0.25760171988207764,0.5263514226288303,0.06612147569238871,0.86,0.02623428720242232,0.3796898627693076,0.02129650115966797,"[85, 2, 42, 33, 26, 16, 78, 118]"
"(12, 12)",0.3,2.5,bursty,0.2891295901549669,0.5879961674407973,0.014741016276052787,0.8375,0.020024535176678623,0.3888217549459227,0.024993896484375,"[36, 30, 17, 15, 65, 8, 60, 169]"
"(12, 12)",0.3,2.5,periodic,0.2926403852748534,0.5461821314173341,0.031662915250537466,0.85,0.020961490755618883,0.37760798294836734,0.026572227478027344,"[58, 39, 13, 39, 26, 22, 34, 169]"
"(12, 12)",0.5,1.0,mixed,0.22358575017958832,0.509995135793377,0.0465883337998305,0.8125,0.04015086095664126,0.39672530357698255,0.02285623550415039,"[82, 51, 23, 9, 50, 69, 40, 76]"
"(12, 12)",0.5,1.0,bursty,0.2946663461689062,0.6605063065473159,0.019565790819676247,0.77,0.03044027293267486,0.4189532769681429,0.03520774841308594,"[40, 43, 21, 43, 41, 46, 34, 132]"
"(12, 12)",0.5,1.0,periodic,0.28091069924787937,0.5924392600445036,0.023845363565954764,0.8,0.037673184265371605,0.40399817183426306,0.023506879806518555,"[36, 63, 11, 62, 32, 29, 93, 74]"
"(12, 12)",0.5,1.5,mixed,0.25481188271968813,0.5206158705307938,0.04675937538553242,0.855,0.024924227057232497,0.37968010359039966,0.02402472496032715,"[35, 23, 14, 12, 92, 19, 90, 115]"
"(12, 12)",0.5,1.5,bursty,0.273672716085651,0.5673593397417132,0.06054015680542363,0.8025,0.020707514341893687,0.39472343797244325,0.042423248291015625,"[19, 58, 10, 62, 10, 23, 55, 163]"
"(12, 12)",0.5,1.5,periodic,0.29682307979506295,0.6161515861922835,0.016211214763874025,0.815,0.03324271232723496,0.40153769358753955,0.02617478370666504,"[32, 80, 37, 22, 32, 38, 45, 114]"
"(12, 12)",0.5,2.0,mixed,0.2711957824878649,0.5914870327592052,0.023178608463146625,0.8725,0.026705718054838082,0.3878073876428907,0.03719615936279297,"[70, 21, 20, 34, 35, 34, 48, 138]"
"(12, 12)",0.5,2.0,bursty,0.26273202458016015,0.4628651707473664,0.0603871671631343,0.8675,0.023625047826329026,0.3637406479644347,0.020261049270629883,"[78, 14, 18, 41, 7, 20, 99, 123]"
"(12, 12)",0.5,2.0,periodic,0.2985157763756385,0.532870308594527,0.02939992603572482,0.8475,0.02179315537010685,0.374645011900635,0.020664453506469727,"[34, 31, 26, 40, 35, 40, 26, 168]"
"(12, 12)",0.5,2.5,mixed,0.2691200149135198,0.4966676483715203,0.07236453763344924,0.8575,0.02392092038834515,0.3713940692762768,0.023329496383666992,"[63, 13, 47, 11, 49, 21, 49, 147]"
"(12, 12)",0.5,2.5,bursty,0.2901745620209501,0.5244645106526846,0.04727186378703196,0.87,0.02018416245386537,0.3694748250324584,0.02491021156311035,"[29, 35, 22, 26, 29, 28, 55, 176]"
"(12, 12)",0.5,2.5,periodic,0.291792978380435,0.5631558462340771,0.028799329391831684,0.8425,0.023598084004181414,0.3834459487353491,0.023256301879882812,"[36, 31, 10, 81, 27, 42, 26, 147]"
"(12, 12)",0.7,1.0,mixed,0.2704119460928408,0.5798445868189767,0.01627477459472955,0.815,0.02625749556600132,0.3969900411936584,0.02184891700744629,"[32, 18, 61, 35, 22, 32, 60, 140]"
"(12, 12)",0.7,1.0,bursty,0.28524046203121073,0.609397802758521,0.0294718176821451,0.795,0.024472457717877517,0.4036406531259861,0.021787166595458984,"[41, 31, 33, 19, 15, 129, 27, 105]"
"(12, 12)",0.7,1.0,periodic,0.29443125513468965,0.6351279217358571,0.010216681137407186,0.8075,0.03178741712547727,0.40682382759892766,0.0272979736328125,"[15, 100, 11, 53, 51, 51, 28, 91]"
"(12, 12)",0.7,1.5,mixed,0.2672195725111455,0.6179659389757037,0.014345568239002666,0.805,0.01860649693526155,0.4049139045744492,0.020911693572998047,"[50, 34, 26, 40, 25, 21, 17, 187]"
"(12, 12)",0.7,1.5,bursty,0.27345432286915616,0.5401898592562564,0.06666840597501525,0.835,0.023038407516041123,0.38352920404342916,0.023153066635131836,"[54, 43, 9, 16, 7, 109, 35, 127]"
"(12, 12)",0.7,1.5,periodic,0.2788613834751119,0.4915535066091639,0.03514232310493252,0.85,0.023618298136527386,0.3699798632987429,0.020172834396362305,"[48, 81, 10, 33, 6, 67, 18, 137]"
"(12, 12)",0.7,2.0,mixed,0.22752683589782355,0.43594188704536746,0.07596978375404921,0.845,0.01795948225425536,0.3679700644249169,0.023786067962646484,"[19, 30, 47, 27, 45, 24, 16, 192]"
"(12, 12)",0.7,2.0,bursty,0.28095924773087155,0.5183816963017925,0.04966026547193461,0.85,0.02037138661223377,0.3739872432694508,0.03426957130432129,"[77, 8, 47, 8, 31, 21, 44, 164]"
"(12, 12)",0.7,2.0,periodic,0.2942703485757576,0.5697821806319646,0.02299516687105621,0.8825,0.022331047115717335,0.3759465815430936,0.03658938407897949,"[13, 53, 35, 12, 9, 68, 59, 151]"
"(12, 12)",0.7,2.5,mixed,0.24150536310810297,0.5191020113995366,0.04426346056871348,0.835,0.025297748364419934,0.38605185650903684,0.03803253173828125,"[71, 29, 34, 18, 16, 64, 29, 139]"
"(12, 12)",0.7,2.5,bursty,0.23291597290676663,0.5093571091368618,0.036688381492544386,0.77,0.021277825997601467,0.3975803543319181,0.0252532958984375,"[60, 27, 28, 28, 40, 26, 23, 168]"
"(12, 12)",0.7,2.5,periodic,0.2800923323595721,0.4883660063659732,0.053557582632095826,0.8325,0.020828717561870814,0.37177991120123655,0.0311892032623291,"[10, 58, 8, 99, 27, 14, 35, 149]"
